#SequenceID	AAtype	Start	Stop	Score
>YMR028W TAP42 SGDID:S000004630, Chr XIII from 327482-328582, Genome Release 64-2-1, Verified ORF, "Essential protein involved in the TOR signaling pathway; physically associates with the protein phosphatase 2A and the SIT4 protein phosphatase catalytic subunits"	E	307	357	51
>YMR030W RSF1 SGDID:S000004632, Chr XIII from 330793-331923, Genome Release 64-2-1, Verified ORF, "Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes"	N	349	376	60
>YMR031C EIS1 SGDID:S000004633, Chr XIII from 334743-332212, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog, YKL050C, that arose from the whole genome duplication"	E	406	797	157
>YMR031C EIS1 SGDID:S000004633, Chr XIII from 334743-332212, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog, YKL050C, that arose from the whole genome duplication"	S	16	197	117
>YMR031C EIS1 SGDID:S000004633, Chr XIII from 334743-332212, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog, YKL050C, that arose from the whole genome duplication"	S	738	843	54
>YMR032W HOF1 SGDID:S000004635, Chr XIII from 335298-337307, Genome Release 64-2-1, Verified ORF, "SH3 domain-containing protein required for cytokinesis; localized to bud neck; phosphorylated by Dbf2p; regulates actomyosin ring dynamics and septin localization; interacts with the formins, Bni1p and Bnr1p, and with Cyk3p, Vrp1p, and Bni5p"	S	222	573	125
>YMR036C MIH1 SGDID:S000004639, Chr XIII from 343520-341856, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein tyrosine phosphatase involved in cell cycle control; regulates the phosphorylation state of Cdc28p; homolog of S. pombe cdc25"	S	107	213	87
>YMR036C MIH1 SGDID:S000004639, Chr XIII from 343520-341856, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein tyrosine phosphatase involved in cell cycle control; regulates the phosphorylation state of Cdc28p; homolog of S. pombe cdc25"	S	399	490	70
>YMR037C MSN2 SGDID:S000004640, Chr XIII from 346517-344403, Genome Release 64-2-1, reverse complement, Verified ORF, "Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; relative distribution to nucleus increases upon DNA replication stress"	N	26	442	243
>YMR037C MSN2 SGDID:S000004640, Chr XIII from 346517-344403, Genome Release 64-2-1, reverse complement, Verified ORF, "Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; relative distribution to nucleus increases upon DNA replication stress"	S	228	633	99
>YMR039C SUB1 SGDID:S000004642, Chr XIII from 349522-348644, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress"	E	119	292	145
>YMR039C SUB1 SGDID:S000004642, Chr XIII from 349522-348644, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress"	K	136	237	57
>YMR039C SUB1 SGDID:S000004642, Chr XIII from 349522-348644, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress"	N	5	29	53
>YMR039C SUB1 SGDID:S000004642, Chr XIII from 349522-348644, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress"	N	124	162	48
>YMR042W ARG80 SGDID:S000004645, Chr XIII from 352603-353136, Genome Release 64-2-1, Verified ORF, "Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p"	D	39	53	46
>YMR042W ARG80 SGDID:S000004645, Chr XIII from 352603-353136, Genome Release 64-2-1, Verified ORF, "Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p"	T	56	79	44
>YMR043W MCM1 SGDID:S000004646, Chr XIII from 353871-354731, Genome Release 64-2-1, Verified ORF, "Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia"	Q	83	285	291
>YMR043W MCM1 SGDID:S000004646, Chr XIII from 353871-354731, Genome Release 64-2-1, Verified ORF, "Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia"	D	98	120	95
>YMR044W IOC4 SGDID:S000004647, Chr XIII from 355384-356811, Genome Release 64-2-1, Verified ORF, "Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing"	E	178	302	121
>YMR044W IOC4 SGDID:S000004647, Chr XIII from 355384-356811, Genome Release 64-2-1, Verified ORF, "Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing"	K	195	294	73
>YMR044W IOC4 SGDID:S000004647, Chr XIII from 355384-356811, Genome Release 64-2-1, Verified ORF, "Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing"	E	51	91	61
>YMR044W IOC4 SGDID:S000004647, Chr XIII from 355384-356811, Genome Release 64-2-1, Verified ORF, "Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing"	E	440	472	45
>YMR045C YMR045C SGDID:S000004648, Chr XIII from 361321-357359,362627-361323, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	S	914	1203	100
>YMR045C YMR045C SGDID:S000004648, Chr XIII from 361321-357359,362627-361323, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	S	341	481	50
>YMR045C YMR045C SGDID:S000004648, Chr XIII from 361321-357359,362627-361323, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	S	2	167	47
>YMR046C YMR046C SGDID:S000004649, Chr XIII from 362627-361305, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	S	2	167	47
>YMR046C YMR046C SGDID:S000004649, Chr XIII from 362627-361305, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	N	348	415	46
>YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	S	5	983	329
>YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	N	262	708	87
>YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	Q	715	743	53
>YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	E	868	962	52
>YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	Q	386	520	42
>YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	G	204	235	40
>YMR049C ERB1 SGDID:S000004652, Chr XIII from 370517-368094, Genome Release 64-2-1, reverse complement, Verified ORF, "Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1"	E	4	103	110
>YMR049C ERB1 SGDID:S000004652, Chr XIII from 370517-368094, Genome Release 64-2-1, reverse complement, Verified ORF, "Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1"	D	46	77	40
>YMR050C YMR050C SGDID:S000004653, Chr XIII from 377019-373057,378325-377021, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	S	914	1203	91
>YMR050C YMR050C SGDID:S000004653, Chr XIII from 377019-373057,378325-377021, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	N	348	453	72
>YMR050C YMR050C SGDID:S000004653, Chr XIII from 377019-373057,378325-377021, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	S	2	167	59
>YMR051C YMR051C SGDID:S000004654, Chr XIII from 378325-377003, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	N	348	432	65
>YMR051C YMR051C SGDID:S000004654, Chr XIII from 378325-377003, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	S	2	167	59
>YMR063W RIM9 SGDID:S000004667, Chr XIII from 397077-397796, Genome Release 64-2-1, Verified ORF, "Plasma membrane protein of unknown function; involved in the proteolytic activation of Rim101p in response to alkaline pH; interacts with Rim21p and Dfg16p to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; has similarity to A. nidulans PalI;"	L	90	152	41
>YMR068W AVO2 SGDID:S000004672, Chr XIII from 406304-407584, Genome Release 64-2-1, Verified ORF, "Component of a complex containing the Tor2p kinase and other proteins; complex may have a role in regulation of cell growth"	S	209	376	55
>YMR070W MOT3 SGDID:S000004674, Chr XIII from 409154-410626, Genome Release 64-2-1, Verified ORF, "Transcriptional repressor and activator with two C2-H2 zinc fingers; involved in repression of a subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth and ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; involved in positive transcriptional regulation of CWP2 and other genes; relocalizes to the cytosol in response to hypoxia; can form [MOT3+] prion"	N	2	483	257
>YMR070W MOT3 SGDID:S000004674, Chr XIII from 409154-410626, Genome Release 64-2-1, Verified ORF, "Transcriptional repressor and activator with two C2-H2 zinc fingers; involved in repression of a subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth and ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; involved in positive transcriptional regulation of CWP2 and other genes; relocalizes to the cytosol in response to hypoxia; can form [MOT3+] prion"	Q	8	36	111
>YMR070W MOT3 SGDID:S000004674, Chr XIII from 409154-410626, Genome Release 64-2-1, Verified ORF, "Transcriptional repressor and activator with two C2-H2 zinc fingers; involved in repression of a subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth and ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; involved in positive transcriptional regulation of CWP2 and other genes; relocalizes to the cytosol in response to hypoxia; can form [MOT3+] prion"	H	240	249	52
>YMR070W MOT3 SGDID:S000004674, Chr XIII from 409154-410626, Genome Release 64-2-1, Verified ORF, "Transcriptional repressor and activator with two C2-H2 zinc fingers; involved in repression of a subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth and ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; involved in positive transcriptional regulation of CWP2 and other genes; relocalizes to the cytosol in response to hypoxia; can form [MOT3+] prion"	P	293	338	51
>YMR074C YMR074C SGDID:S000004678, Chr XIII from 413473-413036, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress"	D	119	145	53
>YMR074C YMR074C SGDID:S000004678, Chr XIII from 413473-413036, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress"	N	17	39	44
>YMR075W RCO1 SGDID:S000004680, Chr XIII from 413982-416036, Genome Release 64-2-1, Verified ORF, "Essential component of the Rpd3S histone deacetylase complex; interacts with Eaf3p"	S	2	271	89
>YMR075W RCO1 SGDID:S000004680, Chr XIII from 413982-416036, Genome Release 64-2-1, Verified ORF, "Essential component of the Rpd3S histone deacetylase complex; interacts with Eaf3p"	N	579	620	47
>YMR076C PDS5 SGDID:S000004681, Chr XIII from 420029-416196, Genome Release 64-2-1, reverse complement, Verified ORF, "Cohesion maintenance factor; involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes; performs its cohesin maintenance function in pre-anaphase cells by protecting the integrity of the cohesion complex; also required during meiosis; relocalizes to the cytosol in response to hypoxia"	E	1201	1275	61
>YMR077C VPS20 SGDID:S000004682, Chr XIII from 422149-421484, Genome Release 64-2-1, reverse complement, Verified ORF, "Myristoylated subunit of the ESCRT-III complex; the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes"	E	117	215	48
>YMR078C CTF18 SGDID:S000004683, Chr XIII from 424728-422503, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of a complex with Ctf8p; shares some subunits with Replication Factor C and is required for sister chromatid cohesion; may have overlapping functions with Rad24p in the DNA damage replication checkpoint"	K	276	287	43
>YMR081C ISF1 SGDID:S000004686, Chr XIII from 431095-430079, Genome Release 64-2-1, reverse complement, Verified ORF, "Serine-rich, hydrophilic protein; overexpression suppresses growth defects of hap2, hap3, and hap4 mutants; expression is under glucose control; cotranscribed with NAM7 in a cyp1 mutant; ISF1 has a paralog, MBR1, that arose from the whole genome duplication"	S	28	338	167
>YMR086W SEG1 SGDID:S000004692, Chr XIII from 439208-442090, Genome Release 64-2-1, Verified ORF, "Component of eisosome required for proper eisosome assembly; precedes Pil1p/Lsp1p during eisosome formation, controls eisosome length and shape; diffusely distributed, forms heterogeneous patches at plasma membrane in small buds, also found in medium and large buds; expression repressed by cAMP; similar to A. gossypii SEG gene and to S. pombe Sle1p, important for generating eisosomes; SEG1 has a paralog, SEG2, that arose from the whole genome duplication"	S	6	947	329
>YMR086W SEG1 SGDID:S000004692, Chr XIII from 439208-442090, Genome Release 64-2-1, Verified ORF, "Component of eisosome required for proper eisosome assembly; precedes Pil1p/Lsp1p during eisosome formation, controls eisosome length and shape; diffusely distributed, forms heterogeneous patches at plasma membrane in small buds, also found in medium and large buds; expression repressed by cAMP; similar to A. gossypii SEG gene and to S. pombe Sle1p, important for generating eisosomes; SEG1 has a paralog, SEG2, that arose from the whole genome duplication"	E	283	533	75
>YMR089C YTA12 SGDID:S000004695, Chr XIII from 448086-445609, Genome Release 64-2-1, reverse complement, Verified ORF, "Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes"	E	43	143	83
>YMR089C YTA12 SGDID:S000004695, Chr XIII from 448086-445609, Genome Release 64-2-1, reverse complement, Verified ORF, "Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes"	P	155	173	81
>YMR091C NPL6 SGDID:S000004697, Chr XIII from 451365-450058, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions; involved in nuclear protein import and maintenance of proper telomere length"	E	10	89	98
>YMR094W CTF13 SGDID:S000004700, Chr XIII from 455825-457261, Genome Release 64-2-1, Verified ORF, "Subunit of the CBF3 complex; CBF3 binds to the CDE III element of centromeres, bending the DNA upon binding, and may be involved in sister chromatid cohesion during mitosis"	S	216	272	50
>YMR100W MUB1 SGDID:S000004706, Chr XIII from 466300-468162, Genome Release 64-2-1, Verified ORF, "MYND domain-containing protein; required for ubiquitination and turnover of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; similar to the A. nidulans samB gene"	T	565	606	61
>YMR102C YMR102C SGDID:S000004708, Chr XIII from 472352-469848, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; mutant shows increased resistance to azoles; not an essential gene; YMR102C has a paralog, DGR2, that arose from the whole genome duplication"	S	505	794	74
>YMR102C YMR102C SGDID:S000004708, Chr XIII from 472352-469848, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; mutant shows increased resistance to azoles; not an essential gene; YMR102C has a paralog, DGR2, that arose from the whole genome duplication"	S	2	89	66
>YMR104C YPK2 SGDID:S000004710, Chr XIII from 475453-473420, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein kinase similar to serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK; YPK2 has a paralog, YPK1, that arose from the whole genome duplication"	H	35	57	71
>YMR104C YPK2 SGDID:S000004710, Chr XIII from 475453-473420, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein kinase similar to serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK; YPK2 has a paralog, YPK1, that arose from the whole genome duplication"	S	62	161	66
>YMR109W MYO5 SGDID:S000004715, Chr XIII from 486587-490246, Genome Release 64-2-1, Verified ORF, "One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog, MYO3, that arose from the whole genome duplication"	P	1000	1088	90
>YMR109W MYO5 SGDID:S000004715, Chr XIII from 486587-490246, Genome Release 64-2-1, Verified ORF, "One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog, MYO3, that arose from the whole genome duplication"	S	949	1104	64
>YMR109W MYO5 SGDID:S000004715, Chr XIII from 486587-490246, Genome Release 64-2-1, Verified ORF, "One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog, MYO3, that arose from the whole genome duplication"	E	1204	1218	44
>YMR111C YMR111C SGDID:S000004717, Chr XIII from 493792-492404, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene; forms nuclear foci upon DNA replication stress"	N	240	290	58
>YMR114C YMR114C SGDID:S000004720, Chr XIII from 497449-496343, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"	K	262	368	58
>YMR117C SPC24 SGDID:S000004723, Chr XIII from 501891-501250, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"	E	16	92	41
>YMR119W ASI1 SGDID:S000004725, Chr XIII from 505333-507207, Genome Release 64-2-1, Verified ORF, "Subunit of the nuclear inner membrane Asi ubiquitin ligase complex; Asi complex targets both misfolded proteins and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signalling by targeting latent unprocessed forms of Stp1p and Stp2p and maintains the repressed state of gene expression in the absence of inducing amino acids; ASI1 has a paralog, ASI3, that arose from the whole genome duplication"	E	456	496	47
>YMR122W-A YMR122W-A SGDID:S000007524, Chr XIII from 511315-511569, Genome Release 64-2-1, Uncharacterized ORF, "Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum"	S	2	65	95
>YMR123W PKR1 SGDID:S000004730, Chr XIII from 513593-513961, Genome Release 64-2-1, Verified ORF, "V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress"	D	77	103	42
>YMR124W EPO1 SGDID:S000004731, Chr XIII from 514456-517287, Genome Release 64-2-1, Verified ORF, "Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"	S	121	881	152
>YMR124W EPO1 SGDID:S000004731, Chr XIII from 514456-517287, Genome Release 64-2-1, Verified ORF, "Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"	Q	53	100	88
>YMR124W EPO1 SGDID:S000004731, Chr XIII from 514456-517287, Genome Release 64-2-1, Verified ORF, "Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"	E	495	546	78
>YMR124W EPO1 SGDID:S000004731, Chr XIII from 514456-517287, Genome Release 64-2-1, Verified ORF, "Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"	Q	305	401	71
